FACTORY_NAME,PRODUCT_NAME,PRODUCT_TYPE,LOT,DEFECT_DATE,DEFECT_TYPE,DEFECT_RATE
공장 B,MLCC_05,X7R,6ce32bf9-94fc-4830-91c7-cc74ab0d1886,2025-09-24,전극손상,0.0248
공장 A,MLCC_05,X7R,9d9b3d48-caf9-4355-bb5c-01c81aba3096,2025-09-27,크랙,0.1993
공장 A,MLCC_05,X7R,5383ba72-ff2b-4ab8-b6c7-7887194d45c3,2025-09-17,크랙,0.0401
공장 B,MLCC_05,X7R,82c5581d-b46d-40fe-a789-39b02207a840,2025-09-28,크랙,0.1889
공장 B,MLCC_05,X7R,fa0f5508-b6f4-4b32-8b7c-a44b8dc489f8,2025-09-16,크랙,0.0323
공장 C,MLCC_05,X5R,4a24bb2b-5a2a-4fb1-90b8-31383ea5a2b3,2025-09-26,전극손상,0.1665
공장 C,MLCC_05,X5R,2edccbac-18ef-453e-bb60-8a8313b3f261,2025-09-21,전극손상,0.0274
공장 A,MLCC_05,C0G,a3ed6e20-087b-471d-8475-37b5c6615ba1,2025-09-28,전극손상,0.1734
공장 A,MLCC_05,C0G,1080f00e-27f7-405d-9ac0-707aa2a2d2d5,2025-09-17,전극손상,0.0123
공장 A,MLCC_05,X7R,ac6dbe26-8582-4fee-b766-74514fb66374,2025-09-28,크랙,0.1872
공장 A,MLCC_05,X7R,c3480cbd-5721-482e-9d50-e8dc499065d3,2025-09-20,크랙,0.0372
공장 B,MLCC_05,C0G,70ed15af-65ec-497b-ade3-f02fd537914b,2025-09-28,크랙,0.1739
공장 B,MLCC_05,C0G,c57c8bad-7b7b-45c6-8e32-2d78af71feec,2025-09-15,크랙,0.0133
공장 A,MLCC_05,X5R,2c14c4ba-980e-4c81-a2af-685e49931e1b,2025-09-26,크랙,0.1982
공장 A,MLCC_05,X5R,b50911ba-ff57-4ddc-af0f-9aa4034cd7ba,2025-09-23,크랙,0.0105
공장 A,MLCC_05,C0G,48532b42-e173-49e8-b762-59a2253955ee,2025-09-26,크랙,0.1946
공장 A,MLCC_05,C0G,ad926333-cdb2-4ea3-95f4-7e13c4c4d3f6,2025-09-18,크랙,0.0311
공장 C,MLCC_05,C0G,8f39fc7a-4b51-49c0-a36d-a9f9a6780bc9,2025-09-27,전극손상,0.1777
공장 C,MLCC_05,C0G,23bfad75-1104-4ed8-bedd-a1a3cf5de70c,2025-09-22,전극손상,0.0488
공장 B,MLCC_05,X7R,889618f5-7e53-408d-bd62-3e3f3f2382c8,2025-09-28,크랙,0.1608
공장 B,MLCC_05,X7R,b886d1b6-b6de-4158-9bd3-dfef11243a07,2025-09-24,크랙,0.0218
공장 A,MLCC_05,C0G,ee96ee14-ef03-455d-b526-42982e79fb78,2025-09-28,전극손상,0.1792
공장 A,MLCC_05,C0G,d8f56fa6-68a6-466c-939e-0712e42cc849,2025-09-16,전극손상,0.046
공장 A,MLCC_05,X7R,55a1ce86-b348-4a27-818d-874ee3ab62e1,2025-09-26,전극손상,0.1979
공장 A,MLCC_05,X7R,387b6352-0ae3-4c95-ba77-3957985121ad,2025-09-22,전극손상,0.0123
공장 B,MLCC_05,C0G,20e2d144-be10-4bc7-bb17-8a3ef0c62e9e,2025-09-26,전극손상,0.1585
공장 B,MLCC_05,C0G,59c6324c-d59b-41dc-aad6-1d15f9b3ff24,2025-09-20,전극손상,0.0359
공장 B,MLCC_05,X5R,59555714-242c-4d4f-8980-99daa59a1254,2025-09-27,전극손상,0.1539
공장 B,MLCC_05,X5R,8bdc543b-7b96-4353-b4c2-02145a9bc3a0,2025-09-22,전극손상,0.049
공장 C,MLCC_05,X5R,ad862388-ac19-4573-8088-2c3b2b9a5829,2025-09-26,크랙,0.1768
공장 C,MLCC_05,X5R,a1fba7ed-edd3-4704-b4a5-d18e17bff433,2025-09-17,크랙,0.0224
공장 A,MLCC_05,C0G,30eb6852-4a2f-47f4-b9fc-1d499abd2f05,2025-09-27,크랙,0.1955
공장 A,MLCC_05,C0G,dc3f9481-21ee-4ff9-b8a8-ac1ed75da927,2025-09-16,크랙,0.0429
공장 B,MLCC_05,X7R,4254120c-3efd-493e-a994-e7a0f55da535,2025-09-27,전극손상,0.1791
공장 B,MLCC_05,X7R,de29da2f-b87b-43ac-8618-d62c9b084baf,2025-09-17,전극손상,0.0468
공장 B,MLCC_05,X5R,351589e6-547f-49b2-a2a3-e2025a7adf8b,2025-09-27,전극손상,0.1776
공장 B,MLCC_05,X5R,58e2f17b-3e93-4e1c-a73c-8ff95a9f7bf3,2025-09-21,전극손상,0.0166
공장 A,MLCC_05,X5R,d1602d17-c0b3-4da3-bc1c-fd8b705e707b,2025-09-27,크랙,0.174
공장 A,MLCC_05,X5R,9f559a4d-dee0-41be-88ce-70a0cf84c79d,2025-09-17,크랙,0.0494
공장 C,MLCC_05,C0G,9f89e3d8-4742-4cce-a288-c2d231efac3f,2025-09-27,전극손상,0.169
공장 C,MLCC_05,C0G,d9a1f316-3fbe-4e86-b8eb-9800964a2680,2025-09-22,전극손상,0.0488
공장 C,MLCC_05,C0G,1488912b-2839-428f-993a-1a67ac60735c,2025-09-28,크랙,0.1532
공장 C,MLCC_05,C0G,5362c80a-34d6-4776-9e49-dc5d3bb69925,2025-09-22,크랙,0.0115
공장 C,MLCC_05,C0G,26ceade9-7c34-4730-9339-0d837d543f6c,2025-09-27,크랙,0.1528
공장 C,MLCC_05,C0G,a82a739d-b28e-435d-896a-4b4b467608e2,2025-09-17,크랙,0.0446
공장 A,MLCC_05,C0G,523d185c-e1f8-4d39-8d20-d81ee39e3ab5,2025-09-28,크랙,0.1875
공장 A,MLCC_05,C0G,6f960f1f-c092-46d8-8be6-c80e5a2bd4f9,2025-09-23,크랙,0.0465
공장 C,MLCC_05,C0G,b6b410db-e021-4ee7-9e0a-c406bf8ae3b3,2025-09-27,크랙,0.1972
공장 C,MLCC_05,C0G,ba83e8cc-0436-42f0-9327-4e1885ca0a9e,2025-09-20,크랙,0.044
공장 A,MLCC_05,C0G,eba3de6a-efe8-4fc0-8484-95aeb236aaf2,2025-09-27,전극손상,0.1603
공장 A,MLCC_05,C0G,f9b805b3-a7cf-4227-a8f7-6ba18ba3c9b9,2025-09-21,전극손상,0.0201
공장 A,MLCC_05,C0G,cad2ecee-52c9-4743-b0a7-1a405335aa81,2025-09-27,전극손상,0.1614
공장 A,MLCC_05,C0G,7fe028ba-3835-4654-a93d-c6720b93cc6e,2025-09-15,전극손상,0.0369
공장 B,MLCC_05,X7R,de5f51c5-4151-41ee-9155-e422ca6aa485,2025-09-26,전극손상,0.1511
공장 B,MLCC_05,X7R,449030b6-2874-43b8-a5ba-572d0f2644c1,2025-09-22,전극손상,0.0299
공장 B,MLCC_05,X5R,7088f980-75a8-43da-b3a2-a4676ebb745c,2025-09-26,크랙,0.176
공장 B,MLCC_05,X5R,8c0c6eb3-3ddc-465f-91ec-14d9401fb52d,2025-09-24,크랙,0.0441
공장 B,MLCC_05,C0G,f4bc6de0-946a-4cc2-a6eb-e4d087213775,2025-09-26,전극손상,0.1938
공장 B,MLCC_05,C0G,92c2c0bb-ef3f-4a9b-9998-10416fda8ffd,2025-09-21,전극손상,0.0261
공장 C,MLCC_05,X7R,e9de6c80-60dd-49e0-9795-e13d146b7cd7,2025-09-27,크랙,0.1878
공장 C,MLCC_05,X7R,4167fa63-22fd-423a-8880-90e8ef3a29a6,2025-09-19,크랙,0.0348
공장 B,MLCC_05,X7R,160d0cf4-c4f7-4869-962f-6558670f181a,2025-09-26,크랙,0.1952
공장 B,MLCC_05,X7R,d7cc2d87-ad70-4428-9eca-34f873231b80,2025-09-19,크랙,0.0347
공장 B,MLCC_05,X5R,7a659515-2e12-4820-87ce-5715475831bf,2025-09-27,전극손상,0.1795
공장 B,MLCC_05,X5R,8a2dd319-90d8-4dc8-b8fb-aefa73fececc,2025-09-18,전극손상,0.0257
공장 C,MLCC_05,X7R,3948c3f3-de38-46f0-bb0a-35aee583f1b6,2025-09-28,크랙,0.1863
공장 C,MLCC_05,X7R,c5d416bb-5dcd-4251-948f-948c5e255a0e,2025-09-19,크랙,0.0319
공장 A,MLCC_05,X7R,de0e0fe0-7459-4501-a338-d29ddee2071b,2025-09-27,전극손상,0.1649
공장 A,MLCC_05,X7R,2f88f17e-e27d-4520-80cf-d27f441624bf,2025-09-15,전극손상,0.0309
공장 A,MLCC_05,C0G,3cbcc535-35af-4f00-95ed-dceefb3d36e5,2025-09-27,크랙,0.1574
공장 A,MLCC_05,C0G,2c94b2cf-81f4-4de5-ae27-de86fd88b6b6,2025-09-19,크랙,0.0471
공장 B,MLCC_05,C0G,787b801d-e034-4ddd-adcd-8ffd3e5c4215,2025-09-27,전극손상,0.1533
공장 B,MLCC_05,C0G,752be31f-c604-445e-8ec5-bc605562dd4e,2025-09-21,전극손상,0.0118
공장 B,MLCC_05,C0G,79ea58cd-8115-47b1-b218-19f40c511deb,2025-09-27,전극손상,0.1664
공장 B,MLCC_05,C0G,a2e9d1cf-ee73-4c55-a6b4-342b5453532d,2025-09-23,전극손상,0.0353
공장 C,MLCC_05,X7R,f62ef326-e0dd-4730-a1ba-bebf66a95724,2025-09-26,크랙,0.1564
공장 C,MLCC_05,X7R,2f423bc7-6967-43ba-b278-9a448acf1210,2025-09-19,크랙,0.0151
공장 C,MLCC_05,X7R,a3bb362e-2a20-4abf-bb5a-962ec767358d,2025-09-28,전극손상,0.1849
공장 C,MLCC_05,X7R,390a9e5f-2d46-4f09-bcf1-78a85b5ad69b,2025-09-24,전극손상,0.0172
공장 A,MLCC_05,X7R,9880fa11-1d8e-4509-99ca-89a00882fe5d,2025-09-26,전극손상,0.1737
공장 A,MLCC_05,X7R,244f8d23-dab9-42b0-91c9-0da890d33876,2025-09-16,전극손상,0.0367
공장 B,MLCC_05,C0G,56e530af-e471-425e-a70a-0d2dc5497e0f,2025-09-26,전극손상,0.1612
공장 B,MLCC_05,C0G,ce5aaf36-bb5d-42f8-b05d-9fa0828db779,2025-09-20,전극손상,0.0429
공장 B,MLCC_05,X5R,b5fd68e9-1a6e-43f6-8fec-d104621a7aed,2025-09-26,크랙,0.1516
공장 B,MLCC_05,X5R,865bc822-71af-4d17-bc0a-45e1922482cf,2025-09-15,크랙,0.0319
공장 A,MLCC_05,C0G,bbd85254-0182-4d1d-b7cf-b5a3bab554dc,2025-09-26,전극손상,0.1603
공장 A,MLCC_05,C0G,f02d1720-f905-4677-9e63-d083a76d5e8e,2025-09-16,전극손상,0.0246
공장 B,MLCC_05,X5R,351915fe-3952-438b-a343-391a736d3c3e,2025-09-26,크랙,0.1661
공장 B,MLCC_05,X5R,326bd00d-1f5d-41e5-a8ab-fa5bf83f3840,2025-09-21,크랙,0.0137
공장 C,MLCC_05,C0G,6b9a2eef-8106-4000-873a-c8da10ff41d7,2025-09-27,전극손상,0.1541
공장 C,MLCC_05,C0G,abd5cabd-7bc1-4272-a368-6532a2eb643e,2025-09-17,전극손상,0.0449
공장 C,MLCC_05,C0G,c2676923-7d32-42b0-a636-d6e3a7b6fa0b,2025-09-26,크랙,0.1638
공장 C,MLCC_05,C0G,14da090a-85f4-4e0e-9bfd-0ce56c5f51c5,2025-09-17,크랙,0.0422
공장 A,MLCC_05,X7R,030818f1-5751-47ec-aa30-3310e8e38b41,2025-09-27,크랙,0.1993
공장 A,MLCC_05,X7R,2ff3c7c7-8cb7-4f5e-826d-77d5be9e07f5,2025-09-18,크랙,0.0315
공장 B,MLCC_05,X5R,10132b54-4da9-49de-a333-c06f20424b26,2025-09-27,전극손상,0.188
공장 B,MLCC_05,X5R,80d61a83-0e40-4278-8ad6-cde1d5d8aeb8,2025-09-21,전극손상,0.0313
공장 B,MLCC_05,C0G,ac091e2b-18c1-48ab-b3a6-22ea167e551f,2025-09-26,전극손상,0.1518
공장 B,MLCC_05,C0G,694f9ce1-b8c7-44b8-9fea-1b2fe48f402c,2025-09-16,전극손상,0.0201
공장 C,MLCC_05,X7R,c2dce87f-03b3-484d-9a99-e7be7a3807af,2025-09-26,크랙,0.1922
공장 C,MLCC_05,X7R,f9c6d3b7-d6a0-40f8-8c1d-38c6afe8a18e,2025-09-19,크랙,0.04
공장 A,MLCC_05,X5R,b2d878a0-8b21-4f48-8b4f-595c86c331fa,2025-09-27,전극손상,0.1677
공장 A,MLCC_05,X5R,c4fb2706-56b6-471e-92aa-f62144275439,2025-09-15,전극손상,0.0259
공장 A,MLCC_05,X7R,087f3bc0-04dc-4a0a-9c3e-bbc40dfd5201,2025-09-27,크랙,0.1591
공장 A,MLCC_05,X7R,7d5943de-53a6-4c8f-8b7d-f0410937043d,2025-09-18,크랙,0.0326
공장 A,MLCC_05,X7R,f9b3fc7e-88bb-4b15-bd9b-84774e249af9,2025-09-26,전극손상,0.1664
공장 A,MLCC_05,X7R,d08311ce-7aac-4f86-9818-de90b140243a,2025-09-15,전극손상,0.0148
공장 A,MLCC_05,C0G,b003959d-e4ab-4bc3-a176-0239d28b678e,2025-09-27,전극손상,0.1737
공장 A,MLCC_05,C0G,ae20a786-42f6-4e5c-a6c8-c594b21561ca,2025-09-20,전극손상,0.0242
공장 A,MLCC_05,C0G,42bf6efb-32ce-433a-896b-3220a26e712f,2025-09-28,전극손상,0.1543
공장 A,MLCC_05,C0G,af02f407-f684-409e-9cd7-011b71c0c18f,2025-09-22,전극손상,0.0315
공장 B,MLCC_05,X7R,b87710f7-10d9-4a88-9980-e837c20f0db1,2025-09-28,전극손상,0.1793
공장 B,MLCC_05,X7R,0455365c-800c-46ec-a6b6-38504550d15a,2025-09-16,전극손상,0.0326
공장 B,MLCC_05,C0G,39938d72-48bd-4aaf-83b1-64a3cabd506a,2025-09-26,크랙,0.1682
공장 B,MLCC_05,C0G,a6cdfd0a-37ea-42ba-a8ac-76b2a173382c,2025-09-16,크랙,0.0358
공장 B,MLCC_05,X7R,d9fa0020-69ce-4fc6-90ab-e6151b03755d,2025-09-26,전극손상,0.1749
공장 B,MLCC_05,X7R,7daba094-cf49-49e0-b058-5b027c806f95,2025-09-21,전극손상,0.0232
공장 A,MLCC_05,C0G,8151833e-9107-4960-9b58-993aec083e47,2025-09-27,크랙,0.1551
공장 A,MLCC_05,C0G,c7898769-3b53-43dc-a6fc-1ea880956b4d,2025-09-18,크랙,0.0161
공장 C,MLCC_05,X5R,13e4cf5c-2b68-4519-8f72-00671125528a,2025-09-26,크랙,0.1544
공장 C,MLCC_05,X5R,058d4ee4-d2a8-4ff9-ac4b-89b5e0606db1,2025-09-17,크랙,0.0422
공장 C,MLCC_05,C0G,7945c23d-fff9-4f2f-a853-79c7369e1508,2025-09-27,크랙,0.1526
공장 C,MLCC_05,C0G,4c690c8c-61cf-4c70-9482-6f3f0fc4c4a3,2025-09-19,크랙,0.0107
공장 A,MLCC_05,X7R,d1e1f018-8d13-46ac-81c3-81b9eb534577,2025-09-26,전극손상,0.1699
공장 A,MLCC_05,X7R,38b44c10-1933-47dd-ab6a-1d5def8a9a05,2025-09-17,전극손상,0.0488
공장 C,MLCC_05,X5R,a872a34d-b611-42b2-8f19-599565417937,2025-09-28,전극손상,0.1629
공장 C,MLCC_05,X5R,b06364c1-eedd-4cea-bd60-44ce435f0792,2025-09-17,전극손상,0.0168
공장 C,MLCC_05,X5R,19a37807-4309-4088-a86a-02163527ed15,2025-09-27,크랙,0.1859
공장 C,MLCC_05,X5R,f8661c5b-3d2b-4c8f-9012-a59e5cf882b0,2025-09-21,크랙,0.0314
공장 B,MLCC_05,X7R,efec2887-8c52-4df6-943c-cb12d32bb8a4,2025-09-26,크랙,0.1885
공장 B,MLCC_05,X7R,11e95ea8-d363-4a5b-acf3-c0a6fd69dff0,2025-09-17,크랙,0.0175
공장 B,MLCC_05,X7R,e1c258ab-fe21-4b74-8d70-7f76e416ab4e,2025-09-26,전극손상,0.1754
공장 B,MLCC_05,X7R,731d91ad-a5db-49b4-8232-f1645b912001,2025-09-19,전극손상,0.0197
공장 C,MLCC_05,C0G,e8500af0-5632-4909-990c-d3d8480e4c9f,2025-09-28,전극손상,0.1884
공장 C,MLCC_05,C0G,33c481c4-0707-4e93-8c70-ee6426a67398,2025-09-23,전극손상,0.0135
공장 B,MLCC_05,X7R,e6cae0a4-97f1-4ecb-9834-ce76e9394237,2025-09-27,크랙,0.1741
공장 B,MLCC_05,X7R,a5bb7df5-2e07-42b2-a0ad-1e4877bfe3d0,2025-09-20,크랙,0.0313
공장 A,MLCC_05,X5R,e9ca7d0f-00ba-4521-a181-71cb18025dce,2025-09-26,전극손상,0.1727
공장 A,MLCC_05,X5R,d5f8dec9-a91c-41b6-b3e1-17647ffa6f31,2025-09-20,전극손상,0.0319
공장 B,MLCC_05,X5R,175eda65-bdea-4272-9841-1931ccfb8082,2025-09-26,크랙,0.1842
공장 B,MLCC_05,X5R,bdc0aa60-6a31-487e-ba42-f80e7e975551,2025-09-16,크랙,0.0135
공장 C,MLCC_05,C0G,40c86214-a239-4410-9f8f-0e8a11e7cdab,2025-09-26,크랙,0.188
공장 C,MLCC_05,C0G,b24c04d9-7dd9-4480-a726-979e8fca148b,2025-09-23,크랙,0.0338
공장 B,MLCC_05,X7R,090b68f2-0e16-4f52-b812-845c9525c88e,2025-09-27,크랙,0.1674
공장 B,MLCC_05,X7R,9149443f-748f-4c5c-ac46-38b45225e3f3,2025-09-16,크랙,0.0472
공장 B,MLCC_05,X5R,a69e01ad-1286-481f-a1a2-d191b221d4cb,2025-09-28,전극손상,0.1966
공장 B,MLCC_05,X5R,7d042242-ac7c-421d-b048-e3e24f865265,2025-09-15,전극손상,0.0496
공장 B,MLCC_05,X7R,c07b2c52-b253-478c-90c1-a04b49a60359,2025-09-26,크랙,0.1963
공장 B,MLCC_05,X7R,2b03f52a-00b1-4103-98a2-89319410cd87,2025-09-21,크랙,0.0389
공장 A,MLCC_05,X7R,bcf9354b-5e3c-42e2-bfc1-44a1afbfc75f,2025-09-27,크랙,0.1875
공장 A,MLCC_05,X7R,2386f1f4-2313-436d-b63f-bb85d9aeb61e,2025-09-22,크랙,0.042
공장 C,MLCC_05,C0G,da3fdf59-3baa-46cd-8669-f3fb3b3d6b91,2025-09-27,크랙,0.1907
공장 C,MLCC_05,C0G,c8dd85e5-01b9-4299-b7a8-a4480323b10b,2025-09-18,크랙,0.0366
공장 B,MLCC_05,X5R,18249e1e-1bf0-4f39-9f36-3b0f6a5272df,2025-09-26,전극손상,0.1658
공장 B,MLCC_05,X5R,ec6cad25-68d2-478b-a879-95ea4fe1de64,2025-09-18,전극손상,0.0335
공장 B,MLCC_05,X7R,af099650-7638-4658-91d7-3d88712225ca,2025-09-27,전극손상,0.1688
공장 B,MLCC_05,X7R,77d11147-01d0-4380-b008-e84fd8e7ac31,2025-09-20,전극손상,0.0285
공장 B,MLCC_05,C0G,28eb7904-181f-4c38-bd69-f6ad74784f2c,2025-09-27,크랙,0.1719
공장 B,MLCC_05,C0G,127a240f-791f-49e8-bbf1-2c2fb1e1c8a5,2025-09-23,크랙,0.0331
공장 A,MLCC_05,C0G,7ca44f58-7310-4b24-b9c2-a3ecb20c8acd,2025-09-26,크랙,0.1692
공장 A,MLCC_05,C0G,721790c0-8e00-4792-a1ff-611553cd9d01,2025-09-22,크랙,0.0317
공장 C,MLCC_05,X7R,d54aa759-f5e0-461a-80f2-961444419de3,2025-09-27,크랙,0.1716
공장 C,MLCC_05,X7R,7bb7a2d4-bf52-4d02-b9f9-2a5437884980,2025-09-22,크랙,0.0233
공장 C,MLCC_05,X5R,24546f95-9d8b-4b1e-a275-fea2d2ee5649,2025-09-28,전극손상,0.1583
공장 C,MLCC_05,X5R,ea22b7a5-1daa-4626-a692-538ec9ccf1fd,2025-09-21,전극손상,0.0451
공장 A,MLCC_05,X5R,ef535746-15e0-4aeb-89f3-0143e6090d0f,2025-09-26,크랙,0.1787
공장 A,MLCC_05,X5R,5e464078-6d11-4ebb-b5ef-843cb213a8fc,2025-09-21,크랙,0.0499
공장 A,MLCC_05,C0G,0914e977-0eae-4c93-b9a0-ccc7afd1a869,2025-09-27,크랙,0.1624
공장 A,MLCC_05,C0G,5019b239-e1d2-43c7-8e94-ce99f05a49c9,2025-09-23,크랙,0.0398
공장 B,MLCC_04,X5R,38760bc4-a63f-473b-8433-dc65a0986312,2025-08-28,크랙,0.0252
공장 A,MLCC_10,X5R,9e1303e6-b826-4bde-8a57-b4f3c4a00050,2025-08-19,전극손상,0.0064
공장 A,MLCC_04,X7R,4269a7c3-be35-478f-b485-3792c7fc9aea,2025-09-08,전극손상,0.0275
공장 A,MLCC_04,X5R,f9ad6a2d-1820-4e3d-9366-ee944d5c6dd8,2025-09-21,치핑,0.0324
공장 B,MLCC_03,X7R,5ed404a9-ddba-4cf6-8797-24d4d5c143fc,2025-09-17,치핑,0.0179
공장 B,MLCC_10,X5R,f0461196-3658-4f0c-840a-bef6ad21f79a,2025-09-24,크랙,0.0474
공장 A,MLCC_10,X5R,737967ac-e305-4cb7-9973-f5d32c927b2b,2025-09-16,크랙,0.031
공장 C,MLCC_08,C0G,352cd7fd-4ee4-4416-8836-805bfcde1b17,2025-09-22,전극손상,0.0357
공장 A,MLCC_10,X7R,7040e3a0-a0d6-4beb-abde-b21662fe7da6,2025-09-03,크랙,0.0044
공장 A,MLCC_03,X5R,054657dc-bdfb-48d7-ab9b-1c35b82c9663,2025-09-10,단락,0.0464
공장 A,MLCC_07,X5R,a0f52148-50fc-422f-b379-59fd90ed099a,2025-08-17,전극손상,0.0493
공장 B,MLCC_04,X7R,7a4d2900-e65b-45f8-a78a-d7cf5b6bf0c1,2025-08-31,단락,0.0173
공장 C,MLCC_06,X7R,fe5dac7e-b524-4491-95ec-6eb3a2f018a7,2025-09-16,전극손상,0.0196
공장 A,MLCC_05,X5R,e0b29796-b7ba-42c1-96ce-c48f49259e1d,2025-08-22,박리,0.0396
공장 A,MLCC_10,X7R,a54628fb-99dc-4f6c-b337-49860d1db626,2025-09-19,박리,0.0273
공장 B,MLCC_06,X7R,49274b0f-44e8-480f-8967-c1fa448b0d51,2025-08-17,크랙,0.0246
공장 C,MLCC_01,X7R,56336c2f-ed94-4dcf-9663-985d5c2c4839,2025-09-17,박리,0.0457
공장 A,MLCC_06,X7R,918883c1-110b-4135-8f7e-daabba025362,2025-08-24,박리,0.0215
공장 A,MLCC_08,C0G,7cb56a4b-ed66-401d-aa17-44fdaf019ffa,2025-09-02,전극손상,0.0294
공장 B,MLCC_06,X5R,3d5d9bd8-b115-4c49-bf48-737bad209a89,2025-09-05,전극손상,0.0262
공장 A,MLCC_01,C0G,e745cd37-6a95-4e2a-85a6-f6c1bbefbedb,2025-08-27,박리,0.0213
공장 A,MLCC_08,X7R,852325ab-9c9b-40cc-99e9-5334242f7a4a,2025-09-04,단락,0.0162
공장 C,MLCC_07,X7R,38c2c241-8a85-4c46-bb5f-c5f3fb86a8ad,2025-09-08,치핑,0.0181
공장 A,MLCC_01,C0G,35334a85-ae55-4461-b113-4e7323d380f7,2025-09-05,치핑,0.0042
공장 C,MLCC_03,X5R,0e4cf694-a14b-4045-9ef1-8fd618773a04,2025-09-28,크랙,0.0272
공장 B,MLCC_01,X5R,8fc8bc56-3a2e-4d25-b199-0a1c6ecc0320,2025-09-01,치핑,0.0086
공장 A,MLCC_01,X7R,bd3ff06c-c84f-4d89-82aa-95cbb1c02d97,2025-08-20,치핑,0.0193
공장 C,MLCC_10,X5R,b43956f1-c177-4e06-a137-7f5b93d6b6f5,2025-09-19,크랙,0.021
공장 C,MLCC_07,X5R,ef6d0400-cdc5-4946-ac68-93cc2956b26a,2025-09-28,전극손상,0.021
공장 C,MLCC_09,X7R,10efe558-1ab4-4781-a59b-82ad48d2e1f2,2025-09-09,치핑,0.0258
공장 B,MLCC_08,C0G,11471140-fca6-4c53-a493-e88aedca58d7,2025-09-25,전극손상,0.0097
공장 C,MLCC_01,X5R,7b9df40e-bb86-4b17-9dc4-aff5652c7d79,2025-09-14,치핑,0.0129
공장 B,MLCC_08,X7R,2777216d-d46f-4bfa-9cc7-c4ce985b7e17,2025-08-27,박리,0.0473
공장 A,MLCC_06,X5R,5b778eb4-e515-4b66-ac01-2dacf89deb19,2025-09-11,크랙,0.0016
공장 A,MLCC_07,X7R,9339ef50-0e78-47db-b7ae-a295a77c6afe,2025-08-23,전극손상,0.0023
공장 A,MLCC_03,X5R,2b1a2fe1-754e-4e2e-a8e6-2df2d36270c3,2025-08-29,크랙,0.0456
공장 C,MLCC_05,X5R,e9d75259-8b05-4ad4-8404-6a758e4dcf8f,2025-09-15,크랙,0.0188
공장 A,MLCC_07,C0G,e868e758-1352-4500-8f08-4b313e2c6d28,2025-09-13,단락,0.0224
공장 B,MLCC_03,X5R,67de1ab5-ac1a-496e-95a9-e1429b308c54,2025-09-20,박리,0.0079
공장 B,MLCC_10,X7R,7e171f08-53f2-45fe-b062-b9f30c859b4d,2025-09-02,단락,0.0248
공장 B,MLCC_01,C0G,de271580-1156-4139-a9b7-030b22aaafbb,2025-09-04,크랙,0.032
공장 A,MLCC_07,X5R,bd360745-faa2-45b7-b668-157dfe3b9851,2025-09-24,치핑,0.0217
공장 B,MLCC_10,C0G,6119e3e0-224b-4f4f-b6b8-8f59ec9e0501,2025-08-26,전극손상,0.0349
공장 C,MLCC_05,X5R,654e9560-ffa0-4baa-99de-fe5e00588cd6,2025-08-28,크랙,0.027
공장 A,MLCC_10,X5R,bbc7ac1c-a60c-4701-9d60-3e5348f0858d,2025-09-01,크랙,0.0282
공장 B,MLCC_09,X5R,ad01b96e-2723-4fcc-ae79-0db649a0d3c9,2025-08-17,박리,0.0111
공장 B,MLCC_10,C0G,8dd6387d-acd5-4ef5-97e0-23da5301121e,2025-09-20,치핑,0.0451
공장 C,MLCC_06,X5R,15a92f65-aa11-4fb0-99ac-c0c4e118a82a,2025-08-19,박리,0.032
공장 C,MLCC_05,X5R,d117b372-336d-4bb3-86c4-b334dcb076b9,2025-08-25,전극손상,0.0421
공장 B,MLCC_05,X5R,93113417-e4de-4e0f-8471-cb089c41b012,2025-09-22,크랙,0.0091
공장 C,MLCC_01,C0G,3da64aca-070c-403a-a863-423a7b30ffef,2025-09-24,박리,0.0388
공장 C,MLCC_05,X7R,f4ac381b-18c2-42df-a5f9-53a5abafb253,2025-08-27,박리,0.0362
공장 C,MLCC_07,X5R,5dcb6d64-c830-4914-8d9a-78e8f11eb0b3,2025-08-28,크랙,0.0204
공장 B,MLCC_08,X5R,46ba8ae2-9c42-40b2-a366-3fb488829b0e,2025-08-29,전극손상,0.0247
공장 C,MLCC_10,X7R,335aae03-3adb-46ea-af18-f2fdb6a037bf,2025-08-28,치핑,0.0422
공장 B,MLCC_01,X7R,dcf7fdc5-6614-4c3b-8aa4-35c3061b981e,2025-09-19,전극손상,0.0086
공장 B,MLCC_09,X5R,8684c335-9701-4cc6-9a2a-d059bcde5fca,2025-08-31,전극손상,0.0179
공장 A,MLCC_08,C0G,914f318d-4a45-4784-960f-8a0d0f987700,2025-09-16,단락,0.0355
공장 B,MLCC_08,C0G,06c8e074-1fac-4df2-a06c-8a2204d26b92,2025-09-27,치핑,0.0411
공장 C,MLCC_05,X5R,0cf9e206-5a81-4eb5-885c-1a1675920c16,2025-08-30,크랙,0.0061
공장 C,MLCC_05,X7R,b671c4f1-efaf-42c0-80a8-4b8a663ddf1a,2025-08-17,단락,0.0077
공장 A,MLCC_10,X7R,7c47029f-8f31-4354-bee2-d62df7f85fd8,2025-08-27,단락,0.0101
공장 C,MLCC_08,X7R,a117f29d-e6ed-4620-91a6-9e9995abcd39,2025-09-28,전극손상,0.0382
공장 B,MLCC_05,X5R,7303bb79-8425-4157-9836-34de7ac23973,2025-09-14,단락,0.0453
